Id,listing_id,listing_date,dist_school_km,dist_hospital_km,dist_transit_km,renovated,renovation_cost_usd,days_on_market,local_interest_rate_pct,market_price_index,sale_price,sale_price_kaggle
751,L-000751,2010-06-11,4.43,10.76,1.86,Yes,18400.0,21,4.77,103.01,98700,96500
1237,L-001237,2010-06-11,0.18,0.62,1.51,No,,11,4.77,103.01,182700,175500
1190,L-001190,2010-06-13,1.8,7.15,2.67,No,,22,4.77,103.01,195500,189000
604,L-000604,2010-06-13,0.62,2.99,0.75,Yes,58600.0,13,4.77,103.01,153200,151000
1323,L-001323,2010-06-13,0.66,1.22,2.38,No,,22,4.77,103.01,201100,190000
813,L-000813,2010-06-15,4.61,7.1,2.05,No,,6,4.77,103.01,57300,55993
325,L-000325,2010-06-15,2.62,6.82,0.92,Yes,112100.0,79,4.77,103.01,250500,242000
819,L-000819,2010-06-16,0.45,0.87,0.24,No,,9,4.77,103.01,166200,155000
413,L-000413,2010-06-16,0.75,2.28,1.26,No,,32,4.77,103.01,225400,222000
763,L-000763,2010-06-17,0.48,3.74,1.28,No,,16,4.77,103.01,225600,215200
396,L-000396,2010-06-18,2.51,6.9,1.05,No,,35,4.77,103.01,131000,129000
102,L-000102,2010-06-20,2.25,5.63,0.5,No,,26,4.77,103.01,179400,178000
870,L-000870,2010-06-21,2.58,6.1,0.46,Yes,95200.0,68,4.77,103.01,235300,236000
1287,L-001287,2010-06-21,1.83,5.67,0.88,No,,30,4.77,103.01,147200,143000
447,L-000447,2010-06-22,1.88,5.36,0.66,Yes,48700.0,36,4.77,103.01,188400,190000
649,L-000649,2010-06-23,1.77,4.96,0.65,No,,39,4.77,103.01,158800,155000
69,L-000069,2010-06-23,3.31,6.86,2.54,Yes,24800.0,8,4.77,103.01,80300,80000
1082,L-001082,2010-06-23,2.26,4.88,1.6,No,,28,4.77,103.01,138100,133000
1359,L-001359,2010-06-23,0.66,2.35,1.43,No,,26,4.77,103.01,186500,177500
1397,L-001397,2010-06-23,0.74,2.9,1.86,Yes,45800.0,16,4.77,103.01,167200,160000
278,L-000278,2010-06-25,1.41,4.93,1.9,No,,15,4.77,103.01,142700,141000
1212,L-001212,2010-06-26,1.39,4.84,2.01,Yes,35200.0,27,4.77,103.01,166000,164000
820,L-000820,2010-06-27,0.16,0.48,1.76,Yes,44200.0,10,4.77,103.01,225700,224000
1409,L-001409,2010-06-27,2.5,8.01,1.97,Yes,43200.0,36,4.77,103.01,132500,125500
879,L-000879,2010-06-27,1.86,6.05,1.19,Yes,46900.0,47,4.77,103.01,153400,148000
706,L-000706,2010-07-13,3.54,7.16,1.8,Yes,24300.0,10,4.73,103.4,58300,55000
67,L-000067,2010-07-16,2.08,4.91,0.54,Yes,48600.0,42,4.73,103.4,189700,180000
420,L-000420,2010-07-19,1.8,5.18,0.76,No,,27,4.73,103.4,148800,142000
1145,L-001145,2010-07-19,2.84,3.97,1.87,Yes,37800.0,22,4.73,103.4,81100,80000
1422,L-001422,2010-07-20,2.02,5.36,0.23,No,,14,4.73,103.4,132200,127500
1161,L-001161,2010-07-21,2.32,5.76,0.16,No,,23,4.73,103.4,153300,146000
